customerID,monthly_spend,revenue_at_risk,decline_flag,risk_score,action_segment,recommended_action
5027-YOCXN,109.96039215686274,31.53666666666662,30,54.9101176470588,Monitor,Monitor - No Action
8231-BSWXX,52.297746478873236,54.69666666666667,64,54.90732394366197,Monitor,Monitor - No Action
2754-SDJRD,85.15625,48.03999999999997,5,54.870874999999984,Monitor,Monitor - No Action
0913-XWSCN,56.283818181818184,55.30666666666664,48,54.86914545454543,Monitor,Monitor - No Action
5777-KJIRB,49.91525,63.65333333333332,17,54.866575,Monitor,Monitor - No Action
2796-UUZZO,53.567301587301586,55.82666666666667,53,54.86619047619048,Monitor,Monitor - No Action
8469-SNFFH,52.198,55.97000000000001,56,54.84140000000001,Monitor,Monitor - No Action
3292-PBZEJ,112.43818181818182,34.3183333333333,5,54.82245454545453,Monitor,Monitor - No Action
7124-UGSUR,104.14409836065573,34.24499999999996,30,54.790229508196695,Monitor,Monitor - No Action
4558-FANTW,59.60941176470588,58.81666666666667,16,54.77282352941176,Monitor,Monitor - No Action
9548-LIGTA,53.82098360655738,55.35,54,54.75629508196722,Monitor,Monitor - No Action
2479-BRAMR,55.034878048780485,57.569999999999965,37,54.75246341463413,Monitor,Monitor - No Action
0689-DSXGL,56.839423076923076,55.08000000000003,46,54.69982692307694,Monitor,Monitor - No Action
7270-BDIOA,58.46636363636364,58.42666666666666,21,54.69590909090909,Monitor,Monitor - No Action
6712-OAWRH,60.181538461538466,56.900000000000006,25,54.69446153846154,Monitor,Monitor - No Action
9715-WZCLW,97.05647887323944,36.96166666666667,34,54.693943661971836,Monitor,Monitor - No Action
6769-DYBQN,56.00913043478261,56.31333333333332,41,54.69073913043477,Monitor,Monitor - No Action
8639-NHQEI,95.73472222222222,36.948333333333295,38,54.68941666666664,Monitor,Monitor - No Action
4737-HOBAX,53.235079365079365,56.00166666666664,51,54.671523809523784,Monitor,Monitor - No Action
5651-YLPRD,56.7971875,57.88666666666667,29,54.671156249999996,Monitor,Monitor - No Action
5950-AAAGJ,81.09444444444445,48.711666666666645,11,54.655333333333324,Monitor,Monitor - No Action
2190-BCXEC,67.68675,54.24666666666665,18,54.65402499999999,Monitor,Monitor - No Action
6952-OMNWB,53.12485294117647,55.00333333333333,57,54.63945588235294,Monitor,Monitor - No Action
0345-XMMUG,108.8913043478261,32.70000000000002,23,54.58739130434783,Monitor,Monitor - No Action
2911-IJORQ,58.9191891891892,55.66833333333333,35,54.57675675675675,Monitor,Monitor - No Action
9360-OMDZZ,60.815,56.696666666666665,23,54.5625,Monitor,Monitor - No Action
7225-CBZPL,61.10176470588235,57.7,16,54.55052941176471,Monitor,Monitor - No Action
8752-GHJFU,92.40070422535211,38.99499999999996,34,54.51721126760561,Monitor,Monitor - No Action
8182-BJDSI,58.699642857142855,56.996666666666655,27,54.50789285714285,Monitor,Monitor - No Action
2085-BOJKI,62.448823529411754,56.943333333333335,16,54.500647058823525,Monitor,Monitor - No Action
0257-ZESQC,73.76444444444444,52.276666666666664,10,54.49533333333333,Monitor,Monitor - No Action
9938-TKDGL,99.81514705882353,35.57833333333332,32,54.49154411764705,Monitor,Monitor - No Action
5117-ZSMHQ,89.60408450704226,40.18333333333328,35,54.49122535211264,Monitor,Monitor - No Action
5482-VXSXJ,60.83045454545454,56.82666666666667,21,54.44513636363636,Monitor,Monitor - No Action
9793-WECQC,62.39565217391304,55.99500000000001,21,54.41569565217392,Monitor,Monitor - No Action
9912-GVSEQ,61.589999999999996,55.703333333333326,25,54.398999999999994,Monitor,Monitor - No Action
9974-JFBHQ,99.47640625,35.926666666666605,30,54.39892187499996,Monitor,Monitor - No Action
9518-RWHZL,99.97171875,35.4733333333334,31,54.37551562500004,Monitor,Monitor - No Action
7957-RYHQD,69.7,52.601666666666695,19,54.371000000000016,Monitor,Monitor - No Action
9821-POOTN,65.01685714285715,54.92,19,54.35705714285714,Monitor,Monitor - No Action
1502-XFCVR,106.46000000000001,32.67333333333336,28,54.34200000000001,Monitor,Monitor - No Action
4391-LNRXK,62.245000000000005,56.10833333333334,20,54.33850000000001,Monitor,Monitor - No Action
1228-FZFRV,105.56620000000001,33.93333333333325,23,54.32985999999995,Monitor,Monitor - No Action
0742-LAFQK,99.42208333333333,35.656666666666695,31,54.320625000000014,Monitor,Monitor - No Action
6583-KQJLK,89.972,44.70999999999998,5,54.317599999999985,Monitor,Monitor - No Action
6670-MFRPK,52.322463768115945,55.03333333333333,56,54.316739130434776,Monitor,Monitor - No Action
7572-KPVKK,104.57467741935484,33.69333333333327,27,54.28840322580642,Monitor,Monitor - No Action
5329-KRDTM,51.346944444444446,54.78999999999999,60,54.27808333333333,Monitor,Monitor - No Action
1304-SEGFY,97.37,35.23333333333338,39,54.251000000000026,Monitor,Monitor - No Action
0238-WHBIQ,89.43930555555556,38.94333333333336,40,54.19779166666668,Monitor,Monitor - No Action
0125-LZQXK,64.83666666666666,55.72333333333333,13,54.18499999999999,Monitor,Monitor - No Action
0723-FDLAY,56.29159090909091,55.326666666666654,41,54.183477272727266,Monitor,Monitor - No Action
5457-COLHT,53.30811594202899,54.13000000000004,57,54.17043478260872,Monitor,Monitor - No Action
8751-EDEKA,58.690714285714286,56.599999999999994,26,54.16721428571428,Monitor,Monitor - No Action
8591-NXRCV,64.02634146341464,55.37666666666667,17,54.133902439024396,Monitor,Monitor - No Action
0564-MUUQK,62.0505,56.01333333333333,19,54.123149999999995,Monitor,Monitor - No Action
2057-BOYKM,97.17736111111111,35.61333333333336,36,54.12120833333335,Monitor,Monitor - No Action
0019-GFNTW,45.32732142857143,63.37166666666667,25,54.12119642857143,Monitor,Monitor - No Action
6769-DCQLI,105.45134615384616,33.62999999999995,23,54.113403846153815,Monitor,Monitor - No Action
8384-FZBJK,100.7280701754386,35.15000000000002,28,54.108421052631584,Monitor,Monitor - No Action
6993-YCOBK,109.99733333333333,30.34666666666668,29,54.1072,Monitor,Monitor - No Action
0945-TSONX,56.195957446808514,55.233333333333334,41,54.098787234042554,Monitor,Monitor - No Action
0562-FGDCR,49.34902777777778,55.15333333333334,62,54.09670833333334,Monitor,Monitor - No Action
1775-KWJKQ,90.19652777777777,38.84333333333332,37,54.06495833333332,Monitor,Monitor - No Action
9778-OGKQZ,91.76625,38.22333333333329,36,54.063874999999975,Monitor,Monitor - No Action
6586-MYGKD,50.74185714285714,55.87500000000001,53,54.047557142857144,Monitor,Monitor - No Action
0428-IKYCP,74.19,50.97666666666665,12,54.04299999999999,Monitor,Monitor - No Action
2432-TFSMK,76.17277777777778,50.14333333333336,11,54.037833333333346,Monitor,Monitor - No Action
1624-WOIWJ,81.75,48.00000000000003,7,54.02500000000002,Monitor,Monitor - No Action
8871-JLMHM,90.27764705882353,38.89666666666672,36,54.021294117647095,Monitor,Monitor - No Action
9571-EDEBV,99.14394366197183,34.79499999999996,34,54.020183098591524,Monitor,Monitor - No Action
3992-YWPKO,67.74166666666666,55.32333333333334,5,54.0165,Monitor,Monitor - No Action
1548-FEHVL,106.28360655737706,32.38000000000007,27,54.013081967213154,Monitor,Monitor - No Action
2530-ENDWQ,93.98338028169013,37.02666666666671,36,54.01101408450707,Monitor,Monitor - No Action
8189-XRIKE,59.6028125,55.21,30,54.00684375,Monitor,Monitor - No Action
3230-JCNZS,98.15323943661971,34.86333333333333,36,53.963971830985905,Monitor,Monitor - No Action
6615-NGGZJ,64.32785714285714,55.60333333333334,13,53.96035714285714,Monitor,Monitor - No Action
5307-DZCVC,56.795,56.52666666666666,30,53.95449999999999,Monitor,Monitor - No Action
4923-ADWXJ,68.024,53.52999999999998,14,53.92519999999998,Monitor,Monitor - No Action
3569-VLDHH,49.64333333333333,55.50999999999998,57,53.89899999999999,Monitor,Monitor - No Action
0682-USIXD,73.11333333333333,51.74000000000003,9,53.878000000000014,Monitor,Monitor - No Action
6695-FRVEC,52.03388059701493,58.21666666666669,33,53.84016417910449,Monitor,Monitor - No Action
7133-VBDCG,68.0808,53.30500000000001,14,53.80724,Monitor,Monitor - No Action
9477-LGWQI,53.302571428571426,52.856666666666655,61,53.80477142857142,Monitor,Monitor - No Action
0244-LGNFY,92.66583333333332,36.83833333333335,39,53.80275000000001,Monitor,Monitor - No Action
4671-VJLCL,52.68222222222222,53.830000000000005,57,53.80266666666667,Monitor,Monitor - No Action
9249-FXSCK,110.93596153846154,30.178333333333285,24,53.78778846153843,Monitor,Monitor - No Action
4647-MUZON,61.85166666666666,55.88333333333333,17,53.7855,Monitor,Monitor - No Action
1448-CYWKC,105.54051724137932,31.538333333333355,32,53.78515517241381,Monitor,Monitor - No Action
2207-QPJED,58.840810810810815,54.19666666666666,36,53.770243243243236,Monitor,Monitor - No Action
5855-EIBDE,106.13061224489795,32.59499999999997,23,53.69618367346936,Monitor,Monitor - No Action
9286-DOJGF,64.77368421052631,53.606666666666676,21,53.6961052631579,Monitor,Monitor - No Action
2186-QZEYA,58.47448275862069,58.08500000000002,13,53.693344827586216,Monitor,Monitor - No Action
6480-YAGIY,112.64422222222221,29.806666666666715,20,53.67726666666669,Monitor,Monitor - No Action
2200-DSAAL,53.19294117647058,53.349999999999994,57,53.66788235294118,Monitor,Monitor - No Action
2869-ADAWR,58.30200000000001,53.260000000000005,42,53.64660000000001,Monitor,Monitor - No Action
0813-TAXXS,51.44654545454545,55.98333333333335,46,53.62396363636365,Monitor,Monitor - No Action
5609-CEBID,60.9165,55.915000000000006,18,53.623949999999994,Monitor,Monitor - No Action
3657-COGMW,108.59865384615385,30.406666666666652,28,53.62359615384614,Monitor,Monitor - No Action
7639-OPLNG,52.419714285714285,53.81666666666666,56,53.61591428571429,Monitor,Monitor - No Action
0348-SDKOL,102.35103448275862,34.35000000000002,23,53.61531034482759,Monitor,Monitor - No Action
7989-VCQOH,79.36,47.67000000000003,12,53.61000000000002,Monitor,Monitor - No Action
9553-DLCLU,77.20692307692308,49.38666666666667,8,53.59407692307692,Monitor,Monitor - No Action
9919-KNPOO,95.05619047619048,40.1066666666667,10,53.58085714285716,Monitor,Monitor - No Action
1450-GALXR,61.876,56.84333333333334,9,53.5688,Monitor,Monitor - No Action
6797-UCJHZ,103.99909090909091,31.615000000000023,34,53.56872727272728,Monitor,Monitor - No Action
8755-IWJHN,95.61913043478262,36.42,30,53.53773913043479,Monitor,Monitor - No Action
9305-CDSKC,82.22875,47.28,5,53.536625,Monitor,Monitor - No Action
2455-USLMV,55.79516129032258,56.33,30,53.53654838709677,Monitor,Monitor - No Action
0993-OSGPT,52.31705882352941,57.559999999999995,33,53.531117647058814,Monitor,Monitor - No Action
0486-HECZI,96.51672727272728,36.28333333333339,28,53.52501818181821,Monitor,Monitor - No Action
8844-TONUD,62.43615384615384,55.953333333333326,12,53.50284615384615,Monitor,Monitor - No Action
5214-NLTIT,90.61805555555556,38.59333333333352,31,53.441416666666775,Monitor,Monitor - No Action
8468-EHYJA,99.70666666666666,34.69333333333333,27,53.428,Monitor,Monitor - No Action
6227-FBDXH,99.50565217391305,33.94333333333333,32,53.41769565217391,Monitor,Monitor - No Action
8722-PRFDV,51.245070422535214,54.06999999999999,56,53.41552112676056,Monitor,Monitor - No Action
5010-IPEAQ,46.57313432835821,59.8633333333333,35,53.38994029850744,Monitor,Monitor - No Action
8999-YPYBV,55.897555555555556,54.17833333333331,41,53.37626666666665,Monitor,Monitor - No Action
1568-BEKZM,89.74885714285715,38.20333333333346,35,53.34665714285722,Monitor,Monitor - No Action
4789-KWMXN,109.95914893617021,29.545000000000087,26,53.31474468085111,Monitor,Monitor - No Action
4636-JGAAI,57.86147058823529,54.67666666666667,31,53.26444117647059,Monitor,Monitor - No Action
6728-VOIFY,96.38761904761905,35.23000000000002,32,53.25428571428573,Monitor,Monitor - No Action
8884-ADFVN,85.44142857142857,45.18999999999999,5,53.24642857142857,Monitor,Monitor - No Action
3262-EIDHV,84.68541666666667,39.88333333333338,39,53.23562500000003,Monitor,Monitor - No Action
6686-YPGHK,56.289148936170214,53.05333333333334,45,53.21874468085107,Monitor,Monitor - No Action
7137-RYLPP,56.59864864864865,55.04666666666667,32,53.207594594594596,Monitor,Monitor - No Action
5696-JVVQY,61.227916666666665,54.228333333333325,23,53.20537499999999,Monitor,Monitor - No Action
6726-NNFWD,89.27422535211268,38.363333333333244,34,53.20026760563375,Monitor,Monitor - No Action
0310-SUCIN,84.90830985915493,39.54333333333332,40,53.19849295774647,Monitor,Monitor - No Action
7696-AMHOD,51.24244897959184,55.68000000000002,44,53.18073469387756,Monitor,Monitor - No Action
7188-CBBBA,95.55153846153847,35.97833333333334,29,53.152461538461544,Monitor,Monitor - No Action
5343-SGUBI,52.987884615384615,54.07333333333334,48,53.14036538461539,Monitor,Monitor - No Action
9402-ORRAH,59.61066666666667,56.41333333333333,14,53.131199999999986,Monitor,Monitor - No Action
3720-DBRWL,54.87058823529412,54.06666666666667,42,53.101176470588236,Monitor,Monitor - No Action
2649-HWLYB,50.219846153846156,54.22333333333333,55,53.099953846153845,Monitor,Monitor - No Action
2211-RMNHO,85.17999999999999,40.05333333333334,35,53.086,Monitor,Monitor - No Action
4654-ULTTN,49.55842857142857,53.9666666666667,58,53.047528571428586,Monitor,Monitor - No Action
6953-PBDIN,48.10257142857142,54.73666666666666,57,52.97277142857142,Monitor,Monitor - No Action
8050-DVOJX,53.42224489795918,54.395000000000024,43,52.963673469387764,Monitor,Monitor - No Action
3481-JHUZH,52.93585365853658,55.24333333333334,39,52.926756097560975,Monitor,Monitor - No Action
6242-FEGFD,96.69181818181818,34.830000000000055,30,52.90554545454548,Monitor,Monitor - No Action
2911-WDXMV,82.63611111111112,45.34,9,52.89483333333333,Monitor,Monitor - No Action
1635-NZATJ,25.17070422535211,69.565,36,52.89021126760563,Monitor,Monitor - No Action
3050-RLLXC,53.231785714285714,52.99499999999999,51,52.86653571428571,Monitor,Monitor - No Action
7234-FECYN,63.817499999999995,55.026666666666664,7,52.86125,Monitor,Monitor - No Action
7873-CVMAW,89.20694444444445,37.32666666666671,37,52.85808333333336,Monitor,Monitor - No Action
2139-FQHLM,58.20684210526316,55.95666666666666,18,52.836052631578944,Monitor,Monitor - No Action
0897-FEGMU,63.08727272727273,54.830000000000005,10,52.82418181818183,Monitor,Monitor - No Action
8046-DNVTL,38.48209677419354,64.74333333333331,24,52.790629032258046,Monitor,Monitor - No Action
8063-GBATB,55.98888888888889,55.623333333333335,26,52.77066666666667,Monitor,Monitor - No Action
0011-IGKFF,63.70769230769231,54.07666666666667,12,52.758307692307696,Monitor,Monitor - No Action
3606-TWKGI,102.47538461538463,35.67833333333333,6,52.74961538461539,Monitor,Monitor - No Action
3737-GCSPV,60.959999999999994,55.76666666666667,10,52.748,Monitor,Monitor - No Action
4673-KKSLS,57.494516129032256,54.15666666666668,30,52.74235483870969,Monitor,Monitor - No Action
8063-RJYNF,60.94625,55.09000000000001,14,52.737874999999995,Monitor,Monitor - No Action
0722-SVSFK,79.11428571428571,47.64166666666667,4,52.71928571428572,Monitor,Monitor - No Action
1347-KTTTA,102.55125,31.199999999999932,32,52.685374999999965,Monitor,Monitor - No Action
1236-WFCDV,58.58714285714286,56.33666666666667,13,52.67814285714285,Monitor,Monitor - No Action
9526-JAWYF,58.85307692307693,54.321666666666665,24,52.648923076923076,Monitor,Monitor - No Action
9339-FIIJL,86.28361111111111,39.25999999999996,32,52.64108333333331,Monitor,Monitor - No Action
6631-HMANX,85.38652777777777,39.206666666666635,35,52.63995833333331,Monitor,Monitor - No Action
4578-PHJYZ,59.91692307692308,53.06666666666667,28,52.61507692307692,Monitor,Monitor - No Action
3094-JOJAI,75.38722222222222,48.66000000000001,8,52.61216666666667,Monitor,Monitor - No Action
5117-IFGPS,55.57793103448276,55.22333333333333,28,52.60737931034482,Monitor,Monitor - No Action
4525-VZCZG,105.58,30.47833333333331,26,52.560999999999986,Monitor,Monitor - No Action
9776-OJUZI,95.54276923076922,34.801666666666605,30,52.54383076923072,Monitor,Monitor - No Action
9003-CPATH,52.855714285714285,54.79666666666665,38,52.53471428571427,Monitor,Monitor - No Action
3452-GWUIN,61.666842105263164,53.885,17,52.531052631578945,Monitor,Monitor - No Action
7927-AUXBZ,56.211,54.77000000000001,28,52.5253,Monitor,Monitor - No Action
6556-DBKZF,50.420422535211266,52.65666666666667,58,52.520126760563386,Monitor,Monitor - No Action
4010-YLMVT,106.83053571428572,30.103333333333282,24,52.51116071428568,Monitor,Monitor - No Action
2371-KFUOG,99.3253448275862,32.3333333333334,33,52.497603448275896,Monitor,Monitor - No Action
9885-AIBVB,56.04689655172413,55.131666666666646,26,52.49306896551723,Monitor,Monitor - No Action
0237-YFUTL,108.6876,28.62999999999994,27,52.48427999999996,Monitor,Monitor - No Action
6319-IEJWJ,79.3835,45.60999999999998,13,52.48104999999998,Monitor,Monitor - No Action
7055-VKGDA,105.41925925925926,29.75666666666669,30,52.47977777777779,Monitor,Monitor - No Action
1689-MRZQR,68.02705882352942,51.11333333333338,14,52.47611764705885,Monitor,Monitor - No Action
5129-HHMZC,57.3006976744186,52.96000000000003,35,52.466209302325595,Monitor,Monitor - No Action
1971-DTCZB,90.72250000000001,36.41000000000005,34,52.462750000000035,Monitor,Monitor - No Action
8690-ZVLCL,88.22294117647058,38.14000000000004,31,52.4508823529412,Monitor,Monitor - No Action
0280-XJGEX,103.56265306122448,32.11666666666672,21,52.43879591836737,Monitor,Monitor - No Action
5676-CFLYY,48.672676056338034,54.34666666666666,52,52.409802816901404,Monitor,Monitor - No Action
8563-OYMQY,77.82000000000001,47.24666666666663,7,52.39399999999998,Monitor,Monitor - No Action
0118-JPNOY,56.23346153846153,55.036666666666676,25,52.39203846153846,Monitor,Monitor - No Action
6211-WWLTF,99.68190476190476,32.31000000000009,31,52.390571428571484,Monitor,Monitor - No Action
2176-OSJUV,55.94605633802817,53.999999999999964,32,52.38381690140843,Monitor,Monitor - No Action
2190-PHBHR,93.84305555555555,34.88166666666663,33,52.38191666666664,Monitor,Monitor - No Action
3259-KNMRR,52.354561403508775,52.59,51,52.360368421052634,Monitor,Monitor - No Action
1950-KSVVJ,112.91600000000001,26.943333333333314,23,52.34079999999999,Monitor,Monitor - No Action
8097-OMULG,50.38677966101695,53.03999999999999,54,52.34003389830508,Monitor,Monitor - No Action
9926-PJHDQ,50.79666666666667,51.45333333333335,62,52.31100000000001,Monitor,Monitor - No Action
2000-MPKCA,108.15896551724138,28.603333333333282,27,52.30968965517238,Monitor,Monitor - No Action
6986-IXNDM,59.82357142857143,55.09,13,52.301071428571426,Monitor,Monitor - No Action
5515-AKOAJ,100.44111111111111,32.940000000000026,24,52.296333333333344,Monitor,Monitor - No Action
2890-WFBHU,52.675932203389834,52.46000000000001,50,52.278779661016955,Monitor,Monitor - No Action
4821-SJHJV,58.940937500000004,52.605000000000004,30,52.245281250000005,Monitor,Monitor - No Action
7740-BTPUX,113.13927272727273,25.486666666666665,30,52.23378181818181,Monitor,Monitor - No Action
1965-DDBWU,57.22875,55.93333333333333,15,52.228624999999994,Monitor,Monitor - No Action
3870-MQAMG,109.37407407407407,28.351666666666787,24,52.22322222222228,Monitor,Monitor - No Action
2886-KEFUM,107.38507936507936,28.05833333333338,31,52.15052380952384,Monitor,Monitor - No Action
0661-KBKPA,51.85641509433962,52.97499999999998,48,52.14192452830187,Monitor,Monitor - No Action
1173-NOEYG,59.15518518518519,53.15666666666666,25,52.14055555555555,Monitor,Monitor - No Action
4628-WQCQQ,55.814,53.49333333333334,33,52.1402,Monitor,Monitor - No Action
2277-DJJDL,99.00333333333333,32.68833333333329,28,52.11399999999997,Monitor,Monitor - No Action
0979-MOZQI,37.40483870967742,62.61833333333334,33,52.092451612903226,Monitor,Monitor - No Action
1960-UOTYM,51.95807692307692,52.64666666666666,49,52.075423076923066,Monitor,Monitor - No Action
4078-SAYYN,64.06363636363636,53.056666666666665,10,52.053090909090905,Monitor,Monitor - No Action
2018-PZKMU,64.38777777777779,53.22333333333333,8,52.05033333333333,Monitor,Monitor - No Action
2483-XSSMZ,48.396410256410256,59.54333333333334,18,52.04492307692307,Monitor,Monitor - No Action
3196-NVXLZ,55.318000000000005,55.07333333333332,24,52.03939999999999,Monitor,Monitor - No Action
0635-WKOLD,62.237249999999996,52.43999999999996,19,52.035174999999974,Monitor,Monitor - No Action
7925-PNRGI,53.38177777777777,53.02333333333334,42,52.028533333333336,Monitor,Monitor - No Action
1725-IQNIY,108.95722222222221,27.870000000000005,26,52.009166666666665,Monitor,Monitor - No Action
5268-DSMNQ,98.63483870967741,32.69000000000001,28,52.004451612903225,Monitor,Monitor - No Action
9644-KVCNC,91.98106060606061,34.81833333333337,35,51.9853181818182,Monitor,Monitor - No Action
1265-XTECC,97.03794117647058,32.284999999999954,35,51.982382352941144,Monitor,Monitor - No Action
0596-BQCEQ,99.89032258064516,31.171666666666795,33,51.97009677419362,Monitor,Monitor - No Action
0946-CLJTI,98.38172413793104,32.743333333333396,28,51.96051724137935,Monitor,Monitor - No Action
9776-CLUJA,50.90725490196078,53.59999999999998,45,51.932176470588225,Monitor,Monitor - No Action
2896-TBNBE,53.22175,53.77333333333332,37,51.93052499999999,Monitor,Monitor - No Action
9430-NKQLY,25.397777777777776,67.97999999999999,35,51.90733333333332,Monitor,Monitor - No Action
4062-HBMOS,103.65153846153846,30.00999999999992,28,51.90146153846149,Monitor,Monitor - No Action
0337-CNPZE,106.48487804878049,30.043333333333337,19,51.87146341463414,Monitor,Monitor - No Action
7516-GMHUV,104.9766,30.44166666666662,21,51.857979999999976,Monitor,Monitor - No Action
2805-EDJPQ,99.8130357142857,31.513333333333335,30,51.85191071428571,Monitor,Monitor - No Action
2507-QZPQS,87.83666666666666,41.126666666666665,8,51.82699999999999,Monitor,Monitor - No Action
0975-UYDTX,58.70230769230769,52.85666666666667,25,51.8246923076923,Monitor,Monitor - No Action
2025-JKFWI,62.574615384615385,53.18666666666667,11,51.78438461538462,Monitor,Monitor - No Action
3404-JNXAX,53.443333333333335,52.06499999999998,45,51.77199999999999,Monitor,Monitor - No Action
6394-MFYNG,107.313125,29.259999999999962,20,51.74993749999997,Monitor,Monitor - No Action
0356-OBMAC,99.88196428571429,31.278333333333265,30,51.73158928571424,Monitor,Monitor - No Action
1929-ZCBHE,40.20617021276596,62.77999999999998,20,51.72985106382977,Monitor,Monitor - No Action
1320-REHCS,110.75538461538461,26.983333333333263,23,51.71661538461534,Monitor,Monitor - No Action
9128-CPXKI,96.20949152542373,33.07666666666671,30,51.708847457627144,Monitor,Monitor - No Action
7833-PKIHD,50.50156862745098,53.08333333333333,47,51.70047058823529,Monitor,Monitor - No Action
5811-IWXYM,101.32403846153846,30.803333333333356,28,51.679211538461544,Monitor,Monitor - No Action
1960-UYCNN,61.04299999999999,54.050000000000004,9,51.64289999999999,Monitor,Monitor - No Action
0564-JJHGS,83.21777777777778,43.62500000000002,5,51.640333333333345,Monitor,Monitor - No Action
6305-YLBMM,104.39246376811595,28.679999999999993,31,51.62573913043477,Monitor,Monitor - No Action
5127-BZENZ,55.76107142857143,53.80499999999999,26,51.61132142857142,Monitor,Monitor - No Action
7501-IWUNG,48.48245901639344,52.59333333333333,55,51.600737704918025,Monitor,Monitor - No Action
1550-LOAHA,54.8903125,53.483333333333334,30,51.55709374999999,Monitor,Monitor - No Action
7619-PLRLP,48.95547169811321,53.77666666666663,46,51.55264150943394,Monitor,Monitor - No Action
0743-HNPFG,58.91549019607843,52.623333333333335,23,51.54864705882352,Monitor,Monitor - No Action
4135-FRWKJ,50.400909090909096,52.69333333333334,48,51.53627272727273,Monitor,Monitor - No Action
3372-KWFBM,91.560625,38.273333333333355,11,51.53218750000001,Monitor,Monitor - No Action
6681-ZSEXG,50.84625,55.38333333333334,30,51.483875000000005,Monitor,Monitor - No Action
0363-SVHYR,86.94183098591549,36.900000000000006,32,51.42254929577465,Monitor,Monitor - No Action
4723-BEGSG,86.32638888888889,36.846666666666735,34,51.405916666666705,Monitor,Monitor - No Action
9086-YJYXS,65.58705882352942,50.293333333333315,15,51.35211764705881,Monitor,Monitor - No Action
4277-UDIEF,68.865,49.473333333333336,10,51.3435,Monitor,Monitor - No Action
5751-USDBL,53.462173913043486,52.00166666666665,41,51.33965217391304,Monitor,Monitor - No Action
7503-MIOGA,90.03597222222223,33.70999999999998,41,51.336791666666656,Monitor,Monitor - No Action
5373-SFODM,55.87305555555556,52.246666666666684,32,51.30991666666668,Monitor,Monitor - No Action
9912-OMZDS,106.06983050847458,27.776666666666657,28,51.28694915254236,Monitor,Monitor - No Action
2114-MGINA,76.59642857142856,45.84666666666666,8,51.28692857142856,Monitor,Monitor - No Action
3427-GGZZI,58.23894736842105,53.29666666666666,18,51.24968421052631,Monitor,Monitor - No Action
6467-CHFZW,99.67531914893617,31.03666666666666,27,51.22459574468085,Monitor,Monitor - No Action
4983-CLMLV,102.61326923076923,29.56666666666669,27,51.223980769230785,Monitor,Monitor - No Action
9369-XFEHK,53.24212121212121,53.41,32,51.218636363636364,Monitor,Monitor - No Action
0973-KYVNF,46.96361111111111,51.876666666666694,60,51.21508333333335,Monitor,Monitor - No Action
8091-TTVAX,100.43551724137932,30.470000000000084,28,51.21265517241384,Monitor,Monitor - No Action
3745-HRPHI,46.98257575757576,56.52666666666667,32,51.21077272727273,Monitor,Monitor - No Action
3214-IYUUQ,93.71000000000001,33.65999999999994,29,51.20899999999997,Monitor,Monitor - No Action
4521-YEEHE,82.11722222222222,43.11999999999999,7,51.207166666666666,Monitor,Monitor - No Action
1104-FEJAM,62.768214285714286,51.78833333333333,13,51.203464285714276,Monitor,Monitor - No Action
2580-ATZSQ,53.420307692307695,52.28666666666669,38,51.19809230769232,Monitor,Monitor - No Action
9391-LMANN,96.18207547169811,32.56166666666667,28,51.191622641509426,Monitor,Monitor - No Action
5832-TRLPB,64.36931034482758,50.109999999999985,18,51.17679310344826,Monitor,Monitor - No Action
3709-OIJEA,55.36115384615385,53.44,25,51.17234615384615,Monitor,Monitor - No Action
4227-OJHAL,48.40573529411765,52.193333333333314,53,51.13772058823528,Monitor,Monitor - No Action
9450-TRJUU,54.784285714285716,52.33333333333334,33,51.135285714285715,Monitor,Monitor - No Action
7639-LIAYI,52.214038461538465,51.77666666666666,44,51.13021153846153,Monitor,Monitor - No Action
2806-MLNTI,105.34211538461538,27.83000000000007,28,51.10063461538465,Monitor,Monitor - No Action
7134-MJPDY,103.62848484848486,28.146666666666675,31,51.07654545454546,Monitor,Monitor - No Action
4304-XUMGI,49.4256,52.74666666666667,46,51.07568,Monitor,Monitor - No Action
5935-FCCNB,60.58588235294118,52.31666666666667,15,51.06576470588235,Monitor,Monitor - No Action
6655-LHBYW,114.43719999999999,23.5566666666666,26,51.065159999999956,Monitor,Monitor - No Action
9436-ZBZCT,58.08,53.89666666666667,13,51.062,Monitor,Monitor - No Action
7752-XUSCI,105.89166666666667,27.15666666666668,30,51.06150000000001,Monitor,Monitor - No Action
2748-MYRVK,99.64730158730158,30.059999999999988,31,51.03019047619046,Monitor,Monitor - No Action
6848-YLDFR,49.78224137931034,51.98833333333333,49,51.0276724137931,Monitor,Monitor - No Action
7508-DQAKK,86.52421875,36.2150000000001,33,50.98626562500006,Monitor,Monitor - No Action
3884-HCSWG,69.85470588235295,48.85333333333331,7,50.96841176470587,Monitor,Monitor - No Action
2924-KHUVI,100.13571428571429,31.331666666666635,21,50.93971428571427,Monitor,Monitor - No Action
1206-EHBDD,53.46642857142857,50.144999999999996,48,50.92692857142856,Monitor,Monitor - No Action
3969-JQABI,56.70758620689655,51.51166666666666,30,50.91927586206896,Monitor,Monitor - No Action
2826-UWHIS,53.7,51.5,39,50.91,Monitor,Monitor - No Action
6288-LBEAR,77.56434782608696,43.89499999999998,13,50.90630434782607,Monitor,Monitor - No Action
